,index_p1,index_p2,sim_ratio
128,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20230pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20380pd410f01=27.doc,0.26506024096385544
129,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19844pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19077pd410f01=27.doc,0.8258688642063776
130,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18815pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=16133pd410f01=27.doc,0.7013991163475699
131,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15147pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21585pd410f01=27.doc,0.7291825821237586
132,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20434pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15842pd410f01=27.doc,0.27380952380952384
133,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21646pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18850pd410f01=27.doc,0.6710475454194047
134,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18398pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17461pd410f01=27.doc,0.7913978494623656
135,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15742pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20380pd410f01=27.doc,0.26880733944954127
136,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19058pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18936pd410f01=27.doc,0.6865671641791045
137,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17194pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20380pd410f01=27.doc,0.2508250825082508
138,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18721pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15679pd410f01=27.doc,0.6655415771709113
139,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18391pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15757pd410f01=27.doc,0.6468555632342778
